sr_no,States,Regions,latitude,longitude,Dates,Usage,Date
6186,Tripura,NER,23.83540428,91.27999914,25/04/2020,2.9,4/25/20
6187,ALL INDIA TOTAL,,,,25/04/2020,2895.8,4/25/20
6188,Punjab,NR,31.51997398,75.98000281,26/04/2020,100.8,4/26/20
6189,Haryana,NR,28.45000633,77.01999101,26/04/2020,111.4,4/26/20
6190,Rajasthan,NR,26.44999921,74.63998124,26/04/2020,208.2,4/26/20
6191,Delhi,NR,28.6699929,77.23000403,26/04/2020,61.5,4/26/20
6192,NR UP,NR,27.59998069,78.05000565,26/04/2020,264.6,4/26/20
6193,Uttarakhand,NR,30.32040895,78.05000565,26/04/2020,33.2,4/26/20
6194,HP,NR,31.10002545,77.16659704,26/04/2020,27.3,4/26/20
6195,J&K,NR,33.45,76.24,26/04/2020,42.5,4/26/20
6196,Chandigarh,NR,30.71999697,76.78000565,26/04/2020,3.3,4/26/20
6197,Chhattisgarh,WR,22.09042035,82.15998734,26/04/2020,70.8,4/26/20
6198,Gujarat,WR,22.2587,71.1924,26/04/2020,316.8,4/26/20
6199,MP,WR,21.30039105,76.13001949,26/04/2020,232,4/26/20
6200,Maharashtra,WR,19.25023195,73.16017493,26/04/2020,421.9,4/26/20
6201,Goa,WR,15.491997,73.81800065,26/04/2020,12,4/26/20
6202,DNH,WR,20.26657819,73.0166178,26/04/2020,18.1,4/26/20
6203,Andhra Pradesh,SR,14.7504291,78.57002559,26/04/2020,175.1,4/26/20
6204,Telangana,SR,18.1124,79.0193,26/04/2020,191.5,4/26/20
6205,Karnataka,SR,12.57038129,76.91999711,26/04/2020,180.4,4/26/20
6206,Kerala,SR,8.900372741,76.56999263,26/04/2020,72.1,4/26/20
6207,Tamil Nadu,SR,12.92038576,79.15004187,26/04/2020,282.8,4/26/20
6208,Pondy,SR,11.93499371,79.83000037,26/04/2020,7.2,4/26/20
6209,Bihar,ER,25.78541445,87.4799727,26/04/2020,68.6,4/26/20
6210,Jharkhand,ER,23.80039349,86.41998572,26/04/2020,23.8,4/26/20
6211,Odisha,ER,19.82042971,85.90001746,26/04/2020,66.7,4/26/20
6212,West Bengal,ER,22.58039044,88.32994665,26/04/2020,110.8,4/26/20
6213,Sikkim,ER,27.3333303,88.6166475,26/04/2020,1.3,4/26/20
6214,Arunachal Pradesh,NER,27.10039878,93.61660071,26/04/2020,2.1,4/26/20
6215,Assam,NER,26.7499809,94.21666744,26/04/2020,22.6,4/26/20
6216,Manipur,NER,24.79997072,93.95001705,26/04/2020,2.5,4/26/20
6217,NER Meghalaya,NER,25.57049217,91.8800142,26/04/2020,5.9,4/26/20
6218,Mizoram,NER,23.71039899,92.72001461,26/04/2020,1.7,4/26/20
6219,Nagaland,NER,25.6669979,94.11657019,26/04/2020,2.3,4/26/20
6220,Tripura,NER,23.83540428,91.27999914,26/04/2020,3.5,4/26/20
6221,ALL INDIA TOTAL,,,,26/04/2020,3219.6,4/26/20
6222,Punjab,NR,31.51997398,75.98000281,27/04/2020,100,4/27/20
6223,Haryana,NR,28.45000633,77.01999101,27/04/2020,115,4/27/20
6224,Rajasthan,NR,26.44999921,74.63998124,27/04/2020,211.8,4/27/20
6225,Delhi,NR,28.6699929,77.23000403,27/04/2020,62.6,4/27/20
6226,NR UP,NR,27.59998069,78.05000565,27/04/2020,268.3,4/27/20
6227,Uttarakhand,NR,30.32040895,78.05000565,27/04/2020,34.1,4/27/20
6228,HP,NR,31.10002545,77.16659704,27/04/2020,27.4,4/27/20
6229,J&K,NR,33.45,76.24,27/04/2020,43.5,4/27/20
6230,Chandigarh,NR,30.71999697,76.78000565,27/04/2020,3.4,4/27/20
6231,Chhattisgarh,WR,22.09042035,82.15998734,27/04/2020,70.7,4/27/20
6232,Gujarat,WR,22.2587,71.1924,27/04/2020,318.5,4/27/20
6233,MP,WR,21.30039105,76.13001949,27/04/2020,235.2,4/27/20
6234,Maharashtra,WR,19.25023195,73.16017493,27/04/2020,429.8,4/27/20
6235,Goa,WR,15.491997,73.81800065,27/04/2020,12,4/27/20
6236,DNH,WR,20.26657819,73.0166178,27/04/2020,18,4/27/20
6237,Andhra Pradesh,SR,14.7504291,78.57002559,27/04/2020,173.8,4/27/20
6238,Telangana,SR,18.1124,79.0193,27/04/2020,190.6,4/27/20
6239,Karnataka,SR,12.57038129,76.91999711,27/04/2020,183.5,4/27/20
6240,Kerala,SR,8.900372741,76.56999263,27/04/2020,72.6,4/27/20
6241,Tamil Nadu,SR,12.92038576,79.15004187,27/04/2020,291.4,4/27/20
6242,Pondy,SR,11.93499371,79.83000037,27/04/2020,7.4,4/27/20
6243,Bihar,ER,25.78541445,87.4799727,27/04/2020,67.8,4/27/20
6244,Jharkhand,ER,23.80039349,86.41998572,27/04/2020,23.9,4/27/20
6245,Odisha,ER,19.82042971,85.90001746,27/04/2020,73.6,4/27/20
6246,West Bengal,ER,22.58039044,88.32994665,27/04/2020,111.2,4/27/20
6247,Sikkim,ER,27.3333303,88.6166475,27/04/2020,1.5,4/27/20
6248,Arunachal Pradesh,NER,27.10039878,93.61660071,27/04/2020,2.1,4/27/20
6249,Assam,NER,26.7499809,94.21666744,27/04/2020,23.6,4/27/20
6250,Manipur,NER,24.79997072,93.95001705,27/04/2020,2.6,4/27/20
6251,NER Meghalaya,NER,25.57049217,91.8800142,27/04/2020,5.9,4/27/20
6252,Mizoram,NER,23.71039899,92.72001461,27/04/2020,1.8,4/27/20
6253,Nagaland,NER,25.6669979,94.11657019,27/04/2020,2.1,4/27/20
6254,Tripura,NER,23.83540428,91.27999914,27/04/2020,3.5,4/27/20
6255,ALL INDIA TOTAL,,,,27/04/2020,3264.5,4/27/20
6256,Punjab,NR,31.51997398,75.98000281,28/04/2020,105.3,4/28/20
6257,Haryana,NR,28.45000633,77.01999101,28/04/2020,114.6,4/28/20
6258,Rajasthan,NR,26.44999921,74.63998124,28/04/2020,214.7,4/28/20
6259,Delhi,NR,28.6699929,77.23000403,28/04/2020,63.6,4/28/20
6260,NR UP,NR,27.59998069,78.05000565,28/04/2020,266.3,4/28/20
6261,Uttarakhand,NR,30.32040895,78.05000565,28/04/2020,34.1,4/28/20
6262,HP,NR,31.10002545,77.16659704,28/04/2020,27.7,4/28/20
6263,J&K,NR,33.45,76.24,28/04/2020,43.9,4/28/20
6264,Chandigarh,NR,30.71999697,76.78000565,28/04/2020,3.5,4/28/20
6265,Chhattisgarh,WR,22.09042035,82.15998734,28/04/2020,71.1,4/28/20
6266,Gujarat,WR,22.2587,71.1924,28/04/2020,318.6,4/28/20
6267,MP,WR,21.30039105,76.13001949,28/04/2020,238.4,4/28/20
6268,Maharashtra,WR,19.25023195,73.16017493,28/04/2020,431.3,4/28/20
6269,Goa,WR,15.491997,73.81800065,28/04/2020,13.4,4/28/20
6270,DNH,WR,20.26657819,73.0166178,28/04/2020,18.3,4/28/20
6271,Andhra Pradesh,SR,14.7504291,78.57002559,28/04/2020,167.6,4/28/20
6272,Telangana,SR,18.1124,79.0193,28/04/2020,194.8,4/28/20
6273,Karnataka,SR,12.57038129,76.91999711,28/04/2020,186.2,4/28/20
6274,Kerala,SR,8.900372741,76.56999263,28/04/2020,71.5,4/28/20
6275,Tamil Nadu,SR,12.92038576,79.15004187,28/04/2020,290.2,4/28/20
6276,Pondy,SR,11.93499371,79.83000037,28/04/2020,7.4,4/28/20
6277,Bihar,ER,25.78541445,87.4799727,28/04/2020,67.5,4/28/20
6278,Jharkhand,ER,23.80039349,86.41998572,28/04/2020,24.1,4/28/20
6279,Odisha,ER,19.82042971,85.90001746,28/04/2020,74.9,4/28/20
6280,West Bengal,ER,22.58039044,88.32994665,28/04/2020,114.1,4/28/20
6281,Sikkim,ER,27.3333303,88.6166475,28/04/2020,1.4,4/28/20
6282,Arunachal Pradesh,NER,27.10039878,93.61660071,28/04/2020,2.1,4/28/20
6283,Assam,NER,26.7499809,94.21666744,28/04/2020,23.2,4/28/20
6284,Manipur,NER,24.79997072,93.95001705,28/04/2020,2.5,4/28/20
6285,NER Meghalaya,NER,25.57049217,91.8800142,28/04/2020,6,4/28/20
6286,Mizoram,NER,23.71039899,92.72001461,28/04/2020,1.9,4/28/20
6287,Nagaland,NER,25.6669979,94.11657019,28/04/2020,2.1,4/28/20
6288,Tripura,NER,23.83540428,91.27999914,28/04/2020,3.5,4/28/20
6289,ALL INDIA TOTAL,,,,28/04/2020,3281.9,4/28/20
6290,Punjab,NR,31.51997398,75.98000281,29/04/2020,104.4,4/29/20
